"","Species_name","Alt_name.notes","Family","Order","Genome","Annotated..NCBI.","Diel_Pattern","AltDiel_Pattern","Method.1","Confidence.1","Comments.1","Source.1","Method.2","Confidence.2","Comments.2","Source.2","Method.3","Confidence.3","Comments.3","Source.3","Method.4","Confidence.4","Comments.4","Source.4","X","X.1"
"632","Blenina senex","","Nolidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"633","Negeta signata","","Nolidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"634","Iscadia producta","","Nolidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"635","Earias roseifera","","Nolidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"636","Meganola phylla","","Nolidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"637","Crinodes besckei","","Notodontidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"638","Furcula cinerea","","Notodontidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"639","Gluphisia septentrionis","","Notodontidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"640","Datana drexelii","","Notodontidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"641","Spatalia doerriesi","","Notodontidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"642","Thaumatopoea pityocampa","","Notodontidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"643","Discophlebia sp.","","Oenosandridae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"644","Oenosandra boisduvalii","","Oenosandridae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"645","Azaleodes sp.","","Palaephatidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"646","Palaephatus luteolus","","Palaephatidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"647","Ptyssoptera sp.","","Palaephatidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"648","Macrosoma conifera","","Hedylidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"649","Coeliades ramanatek","","Hesperiidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"650","Urbanus doryssus","","Hesperiidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"651","Calpodes ethlius","","Hesperiidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"652","Hovala sp. ""1""","","Hesperiidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"653","Cyclosemia subcaerulea","","Hesperiidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"654","Mysoria ambigua","","Hesperiidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"655","Curetis bulis stigmata","","Lycaenidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"656","Poritia erycinoides","","Lycaenidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"657","Strymon eurytulus","","Lycaenidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"658","Dynamine sosthenes","","Nymphalidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"659","Heliconius sara","","Nymphalidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"660","Phyciodes phaon","","Nymphalidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"661","Vanessa carye","","Nymphalidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"662","Eurytides branchus","","Papilionidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"663","Parides iphidamas","","Papilionidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"664","Colias eurytheme","","Pieridae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"665","Kricogonia lyside","","Pieridae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"666","Dismorphia amphiona","","Pieridae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"667","Pieris rapae","","Pieridae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"668","Pseudopontia paradoxa","","Pieridae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"669","Wormaldia moesta","","Philopotamidae","","","","Crepuscular","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"670","Brachycentrus nigrisoma","","Brachycentridae","","","","Crepuscular","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"671","Agdistis americana","","Pterophoridae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"672","Agdistopis sinhala","","Pterophoridae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"673","Anstenoptilia marmarodactyla","","Pterophoridae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"674","Emmelina monodactyla","","Pterophoridae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"675","Platyptilia ignifera","","Pterophoridae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"676","Petrophila confusalis","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"677","Catoptria oregonica","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"678","Evergestis funalis","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"679","Dicymolomia metalliferalis","","Crambidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"680","Cacographis osteolalis","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"681","Neurophyseta conantia","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"682","Noorda blitealis","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"683","Syntonarcha iriastis","","Crambidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"684","Pyrausta zonalis","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"685","Rupela albina","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"686","Scirpophaga incertulas","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"687","Eudonia spenceri","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"688","Phaedropsis alitemeralis","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"689","Niphopyralis chionesis","","Crambidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"690","Monoloxis flavicinctalis","","Pyralidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"691","Polyterpnes polyrrhoda","","Pyralidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"692","Accinctapubes albifasciata","","Pyralidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"693","Cacotherapia sp.","","Pyralidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"694","Ambesa laetella","","Pyralidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"695","Plodia interpunctella","","Pyralidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"696","Gauna aegusalis","","Pyralidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"697","Hypsopygia olinalis","","Pyralidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"698","Rhyacophila dorsalis","","Rhyacophilidae","","","","Crepuscular","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"699","Schreckensteinia sp.","","Schreckensteiniidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"700","Schreckensteinia sp. ""2""","","Schreckensteiniidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"701","Sericostoma sp.","","Sericostomatidae","","","","Crepuscular","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"702","Microsca paullula","","Thyrididae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"703","Rhodoneura terminalis","","Thyrididae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"704","Pentina flammans","","Thyrididae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"705","Striglina suzukii","","Thyrididae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"706","Dysodia sp. ""Janzen06""","","Thyrididae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"707","Glanychus insolitus","","Thyrididae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"708","Compsoctena sp. nov.","","Eriocottidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"709","Eriocottis sp. nov.","","Eriocottidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"710","Eudarcia simulaticella","","Meessiidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"711","Hybroma servulella","","Meessiidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"712","Mea bipunctella","","Meessiidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"713","Arrhenophanes sp.","","Psychidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"714","Dysoptus bilobus","","Psychidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"715","Narycia duplicella","","Psychidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"716","Kearfottia albifasciella","","Psychidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"717","Oreopsyche tenella","","Psychidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"718","Thyridopteryx ephemeraeformis","","Psychidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"719","Pseudarbela sp. nov.","","Psychidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"720","Psyche crassiorella","","Psychidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"721","Typhonia ciliaris","","Psychidae","","","","Diurnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"722","Acrolophus arcanellus","","Tineidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"723","Amydria brevipennella","","Tineidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"724","Amydria tenuivalva","","Tineidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"725","Exoncotis umbraticella","","Tineidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"726","Erechthias zebrina","","Tineidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"727","Hapsifera sp.","","Tineidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"728","Opogona thiadelia","","Tineidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"729","Psecadiodes aspersus","","Tineidae","","","","Nocturnal","","Review article","1","","https://doi.org/10.1007/s13127-017-0350-6","",NA,"","","",NA,NA,"","",NA,"","","",""
